axis	band	kind	key	en	ru	es	fr	ar
JP	P_21-40	description	JP.P_21-40.dim.3	Tends to procrastinate on assigned tasks.	Любит откладывать полученные задания.	Tiende a posponer las tareas asignadas.	A tendance à remettre à plus tard les tâches qui lui sont assignées.	يميل إلى تأجيل المهام الموكلة إليه.
JP	P_21-40	description	JP.P_21-40.dim.4	Usually expresses thoughts in a non-linear but engaging way.	Обычно излагает мысли не особо последовательно, но интересно.	Generalmente expresa sus ideas de forma no lineal, pero de manera interesante.	Exprime généralement ses idées de façon non linéaire, mais de manière captivante.	يعبّر عن أفكاره عادةً بطريقة غير خطية، لكنها تبقى مثيرة للاهتمام.
JP	P_21-40	description	JP.P_21-40.dim.5	Believes that taking risks is necessary to achieve success.	Считает, что без риска не добиться успеха в делах.	Cree que asumir riesgos es necesario para alcanzar el éxito.	Estime que prendre des risques est nécessaire pour réussir.	يعتقد أن المخاطرة ضرورية لتحقيق النجاح.
JP	P_21-40	description	JP.P_21-40.dim.6	Prefers starting new projects over seeing them through to completion.	Начинать дела любит больше, чем заканчивать.	Prefiere comenzar nuevos proyectos antes que llevarlos a su conclusión.	Préfère commencer de nouveaux projets plutôt que de les mener à terme.	يفضّل البدء في مشاريع جديدة على إتمام المشاريع القائمة.
JP	P_21-40	description	JP.P_21-40.dim.7	Often arrives late and does not consider this a personal flaw.	Нечасто приходит вовремя, не считает это недостатком.	Con frecuencia llega tarde y no considera esto un defecto personal.	Arrive souvent en retard et ne considère pas cela comme un défaut personnel.	كثيرًا ما يتأخر في المواعيد ولا يعتبر ذلك نقيصة في شخصيته.
JP	P_21-40	description	JP.P_21-40.dim.8	Perceives work as a source of enjoyment; duty is a secondary concern.	Работу воспринимает как удовольствие; обязанность вторична.	Percibe el trabajo como una fuente de disfrute; el deber es una preocupación secundaria.	Perçoit le travail comme une source de plaisir ; le devoir est une préoccupation secondaire.	ينظر إلى العمل باعتباره مصدرًا للمتعة، في حين يأتي الالتزام في مرتبة ثانوية.
JP	P_21-40	description	JP.P_21-40.dim.9	Frequently changes professions, prefers to develop in leaps, enjoys being outside of systems, and favors small teams.	Нередко меняет профессию, предпочитает развиваться рывками; нравится быть вне системы; любит маленькие коллективы.	Cambia de profesión con frecuencia, prefiere desarrollarse a saltos, disfruta estar fuera de los sistemas y prefiere equipos pequeños.	Change fréquemment de profession, préfère évoluer par bonds, aime fonctionner en dehors des systèmes établis et privilégie les petites équipes.	يغيّر مهنته بشكل متكرر، ويفضّل التطور بشكل متقطع، ويستمتع بالعمل خارج الأنظمة المؤسسية، ويُفضّل الفرق الصغيرة.
JP	P_41-60	band-label	JP.P_41-60.label	Pronounced Irrational	Выраженный Иррационал	Irracional Pronunciado	Irrationnel Prononcé	اللاعقلاني الواضح
JP	P_41-60	description	JP.P_41-60.dim.0	Does not believe order is everything; has nothing against structure, but values creativity, spontaneity, and quick reactions above all.	Не считает, что порядок превыше всего; не против порядка, но главное — это творческий подход, спонтанность и быстрая реакция.	No cree que el orden sea lo más importante; no tiene nada en contra de la estructura, pero valora por encima de todo la creatividad, la espontaneidad y la reacción rápida.	Ne croit pas que l'ordre soit primordial ; n'est pas contre la structure, mais accorde avant tout de l'importance à la créativité, à la spontanéité et à la réactivité.	لا يعتقد أن النظام هو الأهم؛ فهو لا يرفضه، لكنه يُقدّم الإبداع والتلقائية والاستجابة السريعة على كل شيء.
JP	P_41-60	description	JP.P_41-60.dim.1	Mood can shift several times a day; works productively during emotional highs and struggles during low periods.	Настроение может меняться несколько раз в день; продуктивно работает в периоды эмоционального подъёма и плохо — в периоды спада.	Su estado de ánimo puede cambiar varias veces al día; trabaja de forma productiva en momentos de energía alta y rinde poco en los momentos bajos.	Son humeur peut changer plusieurs fois par jour ; il est productif dans les périodes d'élan émotionnel et peine à avancer dans les périodes creuses.	قد تتغير مزاجيته عدة مرات في اليوم؛ يعمل بإنتاجية عالية في أوقات النشاط الذهني، ويعاني في أوقات الفتور.
JP	P_41-60	description	JP.P_41-60.dim.2	Does not plan work in advance, preferring to wait and see what actually needs to be done.	Не планирует работу заранее, предпочитая подождать и посмотреть, что будет действительно нужно сделать.	No planifica el trabajo con antelación, prefiere esperar y ver qué es realmente necesario hacer.	Ne planifie pas son travail à l'avance, préférant attendre de voir ce qui sera vraiment nécessaire.	لا يضع خططاً مسبقة للعمل، إذ يفضّل الانتظار لمعرفة ما يحتاج إلى إنجازه فعلاً.
